study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	sample_title
PRJNA274006	SAMN03317884	SRS831107	SRX859526	SRR1780078	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-12
PRJNA274006	SAMN03317923	SRS831105	SRX859527	SRR1780079	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-13
PRJNA274006	SAMN03318581	SRS831108	SRX859528	SRR1780080	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-14
PRJNA274006	SAMN03317972	SRS831106	SRX859529	SRR1780081	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-15
PRJNA274006	SAMN03318137	SRS831109	SRX859530	SRR1780082	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-16
PRJNA274006	SAMN03317780	SRS831111	SRX859531	SRR1780083	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-17
PRJNA274006	SAMN03317868	SRS831110	SRX859532	SRR1780084	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-18
PRJNA274006	SAMN03318386	SRS831112	SRX859533	SRR1780085	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-19
PRJNA274006	SAMN03317797	SRS831114	SRX859534	SRR1780086	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-20
PRJNA274006	SAMN03317776	SRS831113	SRX859535	SRR1780087	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-21
PRJNA274006	SAMN03318612	SRS831115	SRX859536	SRR1780088	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-22
PRJNA274006	SAMN03318008	SRS831116	SRX859537	SRR1780089	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-23
PRJNA274006	SAMN03317844	SRS831117	SRX859538	SRR1780090	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-24
PRJNA274006	SAMN03318427	SRS831118	SRX859539	SRR1780091	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-25
PRJNA274006	SAMN03318336	SRS831119	SRX859540	SRR1780092	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-26
PRJNA274006	SAMN03318675	SRS831120	SRX859541	SRR1780093	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-27
PRJNA274006	SAMN03318441	SRS831121	SRX859542	SRR1780094	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-28
PRJNA274006	SAMN03318562	SRS831122	SRX859543	SRR1780095	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-29
PRJNA274006	SAMN03318099	SRS831123	SRX859544	SRR1780096	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-30
PRJNA274006	SAMN03318502	SRS831126	SRX859545	SRR1780097	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-31
PRJNA274006	SAMN03317871	SRS831124	SRX859546	SRR1780098	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-32
PRJNA274006	SAMN03318189	SRS831125	SRX859547	SRR1780099	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-33
PRJNA274006	SAMN03318593	SRS831127	SRX859548	SRR1780100	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-34
PRJNA274006	SAMN03318459	SRS831130	SRX859549	SRR1780101	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-35
PRJNA274006	SAMN03318340	SRS831132	SRX859550	SRR1780102	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-36
PRJNA274006	SAMN03318233	SRS831128	SRX859551	SRR1780103	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-37
PRJNA274006	SAMN03318445	SRS831136	SRX859552	SRR1780104	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-38
PRJNA274006	SAMN03318424	SRS831129	SRX859553	SRR1780105	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-39
PRJNA274006	SAMN03317983	SRS831131	SRX859554	SRR1780106	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-40
PRJNA274006	SAMN03318547	SRS831137	SRX859555	SRR1780107	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-41
PRJNA274006	SAMN03318628	SRS831133	SRX859556	SRR1780108	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-42
PRJNA274006	SAMN03317986	SRS831134	SRX859557	SRR1780109	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-43
PRJNA274006	SAMN03318173	SRS831135	SRX859558	SRR1780110	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-44
PRJNA274006	SAMN03318154	SRS831138	SRX859559	SRR1780111	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-45
PRJNA274006	SAMN03318100	SRS831139	SRX859560	SRR1780112	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-46
PRJNA274006	SAMN03318494	SRS831140	SRX859561	SRR1780113	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-47
PRJNA274006	SAMN03317888	SRS831141	SRX859562	SRR1780114	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-48
PRJNA274006	SAMN03318580	SRS831142	SRX859563	SRR1780115	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-49
PRJNA274006	SAMN03318384	SRS831143	SRX859564	SRR1780116	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-50
PRJNA274006	SAMN03318310	SRS831148	SRX859565	SRR1780117	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-51
PRJNA274006	SAMN03317987	SRS831144	SRX859566	SRR1780118	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-52
PRJNA274006	SAMN03318345	SRS831145	SRX859567	SRR1780119	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-53
PRJNA274006	SAMN03318619	SRS831150	SRX859568	SRR1780120	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-54
PRJNA274006	SAMN03318608	SRS831146	SRX859569	SRR1780121	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-55
PRJNA274006	SAMN03318186	SRS831153	SRX859570	SRR1780122	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-56
PRJNA274006	SAMN03318642	SRS831147	SRX859571	SRR1780123	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-57
PRJNA274006	SAMN03318213	SRS831154	SRX859572	SRR1780124	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-58
PRJNA274006	SAMN03317922	SRS831149	SRX859573	SRR1780125	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-59
PRJNA274006	SAMN03318369	SRS831151	SRX859574	SRR1780126	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-60
PRJNA274006	SAMN03318301	SRS831152	SRX859575	SRR1780127	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-61
PRJNA274006	SAMN03318701	SRS831155	SRX859576	SRR1780128	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-62
PRJNA274006	SAMN03318230	SRS831156	SRX859577	SRR1780129	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-63
PRJNA274006	SAMN03317778	SRS831159	SRX859578	SRR1780130	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-64
PRJNA274006	SAMN03318082	SRS831157	SRX859579	SRR1780131	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-65
PRJNA274006	SAMN03317932	SRS831158	SRX859580	SRR1780132	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-66
PRJNA274006	SAMN03318223	SRS831171	SRX859581	SRR1780133	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-67
PRJNA274006	SAMN03317883	SRS831160	SRX859582	SRR1780134	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-68
PRJNA274006	SAMN03318302	SRS831161	SRX859583	SRR1780135	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-69
PRJNA274006	SAMN03318548	SRS831162	SRX859584	SRR1780136	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-70
PRJNA274006	SAMN03318269	SRS831163	SRX859585	SRR1780137	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-71
PRJNA274006	SAMN03318341	SRS831164	SRX859586	SRR1780138	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-72
PRJNA274006	SAMN03318362	SRS831165	SRX859587	SRR1780139	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-73
PRJNA274006	SAMN03318456	SRS831166	SRX859588	SRR1780140	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-74
PRJNA274006	SAMN03317919	SRS831167	SRX859589	SRR1780141	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-75
PRJNA274006	SAMN03318611	SRS831168	SRX859590	SRR1780142	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-76
PRJNA274006	SAMN03318200	SRS831169	SRX859591	SRR1780143	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-77
PRJNA274006	SAMN03317999	SRS831170	SRX859592	SRR1780144	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-78
PRJNA274006	SAMN03317810	SRS831172	SRX859593	SRR1780145	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-79
PRJNA274006	SAMN03318395	SRS831173	SRX859594	SRR1780146	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-80
PRJNA274006	SAMN03317926	SRS831174	SRX859595	SRR1780147	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-81
PRJNA274006	SAMN03318068	SRS831175	SRX859596	SRR1780148	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-82
PRJNA274006	SAMN03318616	SRS831176	SRX859597	SRR1780149	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-83
PRJNA274006	SAMN03318162	SRS831177	SRX859598	SRR1780150	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-84
PRJNA274006	SAMN03318482	SRS831178	SRX859599	SRR1780151	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-85
PRJNA274006	SAMN03318455	SRS831179	SRX859600	SRR1780152	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-86
PRJNA274006	SAMN03318170	SRS831187	SRX859601	SRR1780153	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-87
PRJNA274006	SAMN03318070	SRS831180	SRX859602	SRR1780154	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-88
PRJNA274006	SAMN03318207	SRS831181	SRX859603	SRR1780155	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-89
PRJNA274006	SAMN03318444	SRS831182	SRX859604	SRR1780156	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-90
PRJNA274006	SAMN03318033	SRS831183	SRX859605	SRR1780157	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-91
PRJNA274006	SAMN03317971	SRS831184	SRX859606	SRR1780158	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-92
PRJNA274006	SAMN03318265	SRS831188	SRX859607	SRR1780159	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-93
PRJNA274006	SAMN03317761	SRS831185	SRX859608	SRR1780160	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-94
PRJNA274006	SAMN03318044	SRS831186	SRX859609	SRR1780161	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-95
PRJNA274006	SAMN03318273	SRS831213	SRX859610	SRR1780162	9606	Homo sapiens	NextSeq 500	PAIRED	singles-GM-TNFa6h-well-96
PRJNA274006	SAMN03318078	SRS831189	SRX859611	SRR1780163	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-97
PRJNA274006	SAMN03318078	SRS831189	SRX859611	SRR1780164	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-97
PRJNA274006	SAMN03317783	SRS831190	SRX859612	SRR1780165	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-98
PRJNA274006	SAMN03317783	SRS831190	SRX859612	SRR1780166	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-98
PRJNA274006	SAMN03317825	SRS831191	SRX859613	SRR1780167	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-99
PRJNA274006	SAMN03317825	SRS831191	SRX859613	SRR1780168	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-99
PRJNA274006	SAMN03318293	SRS831192	SRX859614	SRR1780169	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-100
PRJNA274006	SAMN03318293	SRS831192	SRX859614	SRR1780170	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-100
PRJNA274006	SAMN03317863	SRS831193	SRX859615	SRR1780171	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-101
PRJNA274006	SAMN03317863	SRS831193	SRX859615	SRR1780172	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-101
PRJNA274006	SAMN03318693	SRS831194	SRX859616	SRR1780173	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-102
PRJNA274006	SAMN03318693	SRS831194	SRX859616	SRR1780174	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-102
PRJNA274006	SAMN03318268	SRS831195	SRX859617	SRR1780175	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-103
PRJNA274006	SAMN03318268	SRS831195	SRX859617	SRR1780176	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-103
PRJNA274006	SAMN03318346	SRS831198	SRX859618	SRR1780177	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-104
PRJNA274006	SAMN03318346	SRS831198	SRX859618	SRR1780178	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-104
PRJNA274006	SAMN03318639	SRS831199	SRX859619	SRR1780179	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-105
PRJNA274006	SAMN03318639	SRS831199	SRX859619	SRR1780180	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-105
PRJNA274006	SAMN03318037	SRS831200	SRX859620	SRR1780181	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-106
PRJNA274006	SAMN03318037	SRS831200	SRX859620	SRR1780182	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-106
PRJNA274006	SAMN03317755	SRS831196	SRX859621	SRR1780183	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-107
PRJNA274006	SAMN03317755	SRS831196	SRX859621	SRR1780184	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-107
PRJNA274006	SAMN03318410	SRS831197	SRX859622	SRR1780185	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-108
PRJNA274006	SAMN03318410	SRS831197	SRX859622	SRR1780186	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-108
PRJNA274006	SAMN03317798	SRS831201	SRX859623	SRR1780187	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-109
PRJNA274006	SAMN03317798	SRS831201	SRX859623	SRR1780188	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-109
PRJNA274006	SAMN03318529	SRS831232	SRX859624	SRR1780189	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-110
PRJNA274006	SAMN03318529	SRS831232	SRX859624	SRR1780190	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-110
PRJNA274006	SAMN03317799	SRS831235	SRX859625	SRR1780191	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-111
PRJNA274006	SAMN03317799	SRS831235	SRX859625	SRR1780192	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-111
PRJNA274006	SAMN03318667	SRS831202	SRX859626	SRR1780193	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-112
PRJNA274006	SAMN03318667	SRS831202	SRX859626	SRR1780194	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-112
PRJNA274006	SAMN03317729	SRS831203	SRX859627	SRR1780195	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-113
PRJNA274006	SAMN03317729	SRS831203	SRX859627	SRR1780196	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-113
PRJNA274006	SAMN03318168	SRS831205	SRX859628	SRR1780197	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-114
PRJNA274006	SAMN03318168	SRS831205	SRX859628	SRR1780198	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-114
PRJNA274006	SAMN03318447	SRS831206	SRX859629	SRR1780199	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-115
PRJNA274006	SAMN03318447	SRS831206	SRX859629	SRR1780200	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-115
PRJNA274006	SAMN03318652	SRS831204	SRX859630	SRR1780201	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-116
PRJNA274006	SAMN03318652	SRS831204	SRX859630	SRR1780202	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-116
PRJNA274006	SAMN03317974	SRS831207	SRX859631	SRR1780203	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-117
PRJNA274006	SAMN03317974	SRS831207	SRX859631	SRR1780204	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-117
PRJNA274006	SAMN03318280	SRS831208	SRX859632	SRR1780205	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-118
PRJNA274006	SAMN03318280	SRS831208	SRX859632	SRR1780206	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-118
PRJNA274006	SAMN03318236	SRS831211	SRX859633	SRR1780207	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-119
PRJNA274006	SAMN03318236	SRS831211	SRX859633	SRR1780208	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-119
PRJNA274006	SAMN03318715	SRS831210	SRX859634	SRR1780209	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-120
PRJNA274006	SAMN03318715	SRS831210	SRX859634	SRR1780210	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-120
PRJNA274006	SAMN03317722	SRS831209	SRX859635	SRR1780211	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-121
PRJNA274006	SAMN03317722	SRS831209	SRX859635	SRR1780212	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-121
PRJNA274006	SAMN03318001	SRS831212	SRX859636	SRR1780213	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-122
PRJNA274006	SAMN03318001	SRS831212	SRX859636	SRR1780214	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-122
PRJNA274006	SAMN03318407	SRS831214	SRX859637	SRR1780215	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-123
PRJNA274006	SAMN03318407	SRS831214	SRX859637	SRR1780216	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-123
PRJNA274006	SAMN03318400	SRS831215	SRX859638	SRR1780217	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-124
PRJNA274006	SAMN03318400	SRS831215	SRX859638	SRR1780218	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-124
PRJNA274006	SAMN03318194	SRS831218	SRX859639	SRR1780219	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-125
PRJNA274006	SAMN03318194	SRS831218	SRX859639	SRR1780220	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-125
PRJNA274006	SAMN03318304	SRS831217	SRX859640	SRR1780221	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-126
PRJNA274006	SAMN03318304	SRS831217	SRX859640	SRR1780222	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-126
PRJNA274006	SAMN03318050	SRS831216	SRX859641	SRR1780223	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-127
PRJNA274006	SAMN03318050	SRS831216	SRX859641	SRR1780224	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-127
PRJNA274006	SAMN03318496	SRS831221	SRX859642	SRR1780225	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-128
PRJNA274006	SAMN03318496	SRS831221	SRX859642	SRR1780226	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-128
PRJNA274006	SAMN03318131	SRS831219	SRX859643	SRR1780227	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-129
PRJNA274006	SAMN03318131	SRS831219	SRX859643	SRR1780228	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-129
PRJNA274006	SAMN03317951	SRS831220	SRX859644	SRR1780229	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-130
PRJNA274006	SAMN03317951	SRS831220	SRX859644	SRR1780230	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-130
PRJNA274006	SAMN03318416	SRS831222	SRX859645	SRR1780231	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-131
PRJNA274006	SAMN03318416	SRS831222	SRX859645	SRR1780232	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-131
PRJNA274006	SAMN03318471	SRS831224	SRX859646	SRR1780233	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-132
PRJNA274006	SAMN03318471	SRS831224	SRX859646	SRR1780234	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-132
PRJNA274006	SAMN03318415	SRS831223	SRX859647	SRR1780235	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-133
PRJNA274006	SAMN03318415	SRS831223	SRX859647	SRR1780236	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-133
PRJNA274006	SAMN03318138	SRS831225	SRX859648	SRR1780237	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-134
PRJNA274006	SAMN03318138	SRS831225	SRX859648	SRR1780238	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-134
PRJNA274006	SAMN03318680	SRS831226	SRX859649	SRR1780239	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-135
PRJNA274006	SAMN03318680	SRS831226	SRX859649	SRR1780240	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-135
PRJNA274006	SAMN03317880	SRS831227	SRX859650	SRR1780241	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-136
PRJNA274006	SAMN03317880	SRS831227	SRX859650	SRR1780242	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-136
PRJNA274006	SAMN03318696	SRS831228	SRX859651	SRR1780243	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-137
PRJNA274006	SAMN03318696	SRS831228	SRX859651	SRR1780244	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-137
PRJNA274006	SAMN03318695	SRS831231	SRX859652	SRR1780245	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-138
PRJNA274006	SAMN03318695	SRS831231	SRX859652	SRR1780246	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-138
PRJNA274006	SAMN03317819	SRS831230	SRX859653	SRR1780247	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-139
PRJNA274006	SAMN03317819	SRS831230	SRX859653	SRR1780248	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-139
PRJNA274006	SAMN03318032	SRS831229	SRX859654	SRR1780249	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-140
PRJNA274006	SAMN03318032	SRS831229	SRX859654	SRR1780250	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-140
PRJNA274006	SAMN03318081	SRS831234	SRX859655	SRR1780251	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-141
PRJNA274006	SAMN03318081	SRS831234	SRX859655	SRR1780252	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-141
PRJNA274006	SAMN03318313	SRS831233	SRX859656	SRR1780253	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-142
PRJNA274006	SAMN03318313	SRS831233	SRX859656	SRR1780254	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-142
PRJNA274006	SAMN03317994	SRS831236	SRX859657	SRR1780255	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-143
PRJNA274006	SAMN03317994	SRS831236	SRX859657	SRR1780256	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep1-well-143
PRJNA274006	SAMN03318408	SRS831239	SRX859658	SRR1780257	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep1-well-144
